,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,midterm_prepare,midterm_surprise,string_methods_check,string_indexing_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
209,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241","320129, 320253, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241",2024-02-10 23:29:46 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",I was studying for a term test for another course,Other,I was studying for a term test for another course,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I have fallen behind,behind,string methods,"* practice problems

* past exams - most helpful 

* labs

* zybooks textbook ","the Fibonacci sequence question surprised me, I had no idea how to solve it or if there is a function that we've learned that can help me solve it.",I do not understand,I do not understand,I've fallen behind but I'm catching up during the weekend.,1010243808.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,behind,0.0,1.0
210,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0105-20241","320149, 320294, 320246","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0105-20241",2024-02-10 23:20:10 UTC,I did not attend any lectures this week,"I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments and/or projects for another course",I prefer the scheduling of the lectures in another section(s),,"Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,relieved,,"I redid practice problems, went through the review slides and did past papers. I found the review slides to be the most helpful.",No,I somewhat understand,I completely understand,,1010207081.0,LEC0103,TUT0103,PRA0105,Track-One,False,False,False,False,relieved,1.6,0.0
211,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 23:10:31 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,just ok,Not really i just need to catch up on week 5,"Practice problems 

textbook 

PAST EXAMS",No not really. I just didnt budget my time well,I do not understand,I do not understand,,1010102096.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,just ok,1.4,3.0
212,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 23:08:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,good ,-,past exams and class slides ,-,I somewhat understand,I somewhat understand,-,1010016956.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,good ,0.0,3.0
213,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241","320111, 320276, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241",2024-02-10 23:00:01 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Fine,,Past midterms ,Logical thinking involved in coming up with algorithms.,I somewhat understand,I somewhat understand,,1010020488.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,fine,0.8,3.0
214,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-02-10 22:49:26 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)","I was studying for a term test for this course,I was studying for a term test for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,"Confident

 ",,"Studied past midterms, went to tutorial",No,I completely understand,I completely understand,"None

 ",1010129941.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,"confident

 ",0.0,2.0
215,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241","320149, 320328, 320270","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241",2024-02-10 22:45:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",Other,Other,Other,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,not-good,for loop,past exams,last question,I do not understand,I do not understand,I didn't go to lectures this week because of other midterms,1010066526.0,LEC0103,TUT0108,PRA0108,Materials,LEC0101,False,False,False,not good,1.9,1.0
216,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-02-10 22:45:23 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,Other,Other,"Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0110 (Online)\, Friday\, 6 - 8 pm",Yes,I am up-to-date,Hard,while loop,Last term test,Yes,I somewhat understand,I somewhat understand,No,1009253317.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,hard,-0.4,1.0
217,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-02-10 22:43:39 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,"confident

 ",,"i used past exams and practice problems to prepare, as well as the jeopardy slides

 ",no,I completely understand,I completely understand,,1010231429.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,"confident

 ",0.0,3.0
218,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 22:41:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Happy,indexing,I did practice problems and previous midterms. The previous midterms were helpful.,"No, I would say that nothing surprised me too much.",I completely understand,I somewhat understand,I don't have much feedback for now.,1009837232.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,happy,2.7,3.0
219,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0101-20241","320111, 320239, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0101-20241",2024-02-10 22:35:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,I was studying for a term test for this course,I was working on assignments for this course,I was working on assignments and/or projects for another course,The lecture room is not conducive to learning",Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,I was working on assignments for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,string,,"I did the practice problems and looked at the previous midterms, the practice problems and the review session were the most helpful","no not really, i felt the exam was very easy",I completely understand,I completely understand,,1009986810.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,string,0.0,3.0
220,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320270, 320285, 320111","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 22:34:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,nervous,,"To prepare for Term Test 1, I reviewed the weekly practice problems and did past term tests. The past term tests were most helpful.",The Taylor series and Fibonacci sequence questions surprised me. It felt like we were being tested more on math than coding because if we did not understand the math we would not be able to write the code. Most coding problems will contain math to allow us to utilize what we have learnt in class but I think the math should not be so difficult that we are not able to code.,I somewhat understand,I somewhat understand,,1009857120.0,LEC0101,TUT0102,PRA0108,Track-One,LEC0101,False,False,True,nervous,-1.1,1.0
221,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 22:31:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was studying for a term test for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,good,nothin,lecture slides and previous midterms. I have never wrote a coding exam of test before thats why looking at previous term tests was helpful,yes the fabuccini thing suprised me. We never worked a ton with dumby variables I felt like. So that question was very confusing to me,I completely understand,I completely understand,all good,,,,,,LEC0101,False,False,False,good,1.9,3.0
222,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320270, 320285, 320111","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 22:27:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,I prefer the scheduling of the lectures in another section(s),Coding along with the instructor on my device,"Katia (TUT0108\, Tuesday\, 9 - 10 am),Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",LEC0102 - Moosavi Lecture Recording,"PRA0110 (Online)\, Friday\, 6 - 8 pm",Yes,I am up-to-date,"okay

 ",while loops,"past test

 ",no,I do not understand,I do not understand,"RELEASE LABS EARLIER, PLEASE!!!!",1010275809.0,LEC0101,TUT0102,PRA0108,Chemical,LEC0101,False,False,True,"okay

 ",0.0,1.0
223,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-02-10 22:26:42 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,So-so,,practices tests and practical recordings,knowing how to do sequential math like fibonacci and taylor series,I somewhat understand,I somewhat understand,,1009842459.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,so so,0.0,3.0
224,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-02-10 22:18:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments and/or projects for another course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,No,I have fallen behind,Exhausted,While Loop 100%,Try to solve either past exams or practise problems.,"Question 4. This question ALSO requires the knowledge of ""Farremoii""? I forgot the name of this.",I do not understand,I somewhat understand,I am terrified to understand now. I should study another method.,1009338655.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,exhausted,-1.5,2.0
225,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320270, 320129, 320307","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-02-10 22:17:36 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,Curious,,"I attempted the past midterms, attempted the week 3 and week 4 practice problem sets, and reviewed my notes. I also attended the midterm review session hosted by Chem Club.","No, it was consistent with past midterms.",I somewhat understand,I somewhat understand,,1008854884.0,LEC0102,TUT0105,PRA0108,Chemical,False,LEC0102,False,True,curious,1.3,3.0
