,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,video_materials,practice_problems,progress_check,comment_one_word,confused_topics,previous_exp,aps106_future_use,coding_future,python_setup,languages,variable_check,expression_check,operator_check,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
234,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-01-13 21:46:22 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,No,I am up-to-date,Intrigued,variables,I have never written a single line of computer code,4,Yes,Yes,Other,I somewhat understand,I somewhat understand,I somewhat understand,1010256170.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,intrigued,0.0,2.0
235,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241","320111, 320270, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241",2024-01-13 21:40:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,confident,,I have never written a single line of computer code,4,Yes,Yes,Python,I somewhat understand,I somewhat understand,I somewhat understand,1009879669.0,LEC0101,TUT0102,PRA0108,Track-One,LEC0101,False,False,True,confident,2.2,3.0
236,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241","320262, 320111, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241",2024-01-13 21:35:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments and/or projects for another course",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Good.,I need more help on the formatting of python I think but otherwise I feel alright.,I can write code at an intermediate level,4,Yes,Yes,"Java,Javascript",I completely understand,I completely understand,I completely understand,1009807327.0,LEC0101,TUT0107,PRA0107,Industrial,LEC0101,False,False,True,good ,1.9,3.0
237,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-01-13 21:34:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,No,I am up-to-date,Interesting ,"installing python, and operating it. ",I can write some code but just the basics,2,Not sure,Yes,Matlab,I completely understand,I completely understand,I completely understand,1010392148.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,interesting ,0.0,3.0
238,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241","320168, 320129, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241",2024-01-13 21:34:30 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",TUT - Tutorial Recording,Yes,I am up-to-date,Interested,,I can write code at an intermediate level,4,Not sure,Yes,"Python,Matlab,Java,Other",I completely understand,I completely understand,I completely understand,1008908274.0,LEC0102,TUT0101,PRA0101,Chemical,False,LEC0102,False,True,interested,1.7,3.0
239,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-01-13 21:34:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,I was working on assignments and/or projects for another course,None,Yes,I have fallen behind," Coding is challenging for me

 

 ","Nothing yet

 ",I have never written a single line of computer code,5 (Always),Yes,Yes,Other,I do not understand,I do not understand,I do not understand,1009951483.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True," coding is challenging for me

 

 ",0.6,3.0
240,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-13 21:30:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,good,none,I can write some code but just the basics,3,Yes,Yes,"Python,Matlab,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010479812.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,good,1.9,3.0
241,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-01-13 21:30:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",The lecture room is not conducive to learning,"I prefer the teaching style in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Unsure,jupyter notebooks,I have never written a single line of computer code,4,Yes,Yes,Python,I somewhat understand,I somewhat understand,I somewhat understand,1010708156.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,False,True,unsure,-1.0,4.0
242,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0105-20241","320149, 320224, 320307","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0105-20241",2024-01-13 21:23:35 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,I feel well-prepped to handle this course as Prof. Beck has been going at a good pace for my learning.,"anaconda installation (keeps making me update but never does), installing pycharm (unpaid version)",I can write code at an intermediate level,4,Yes,No,"Python,Java",I completely understand,I completely understand,I completely understand,1010334247.0,LEC0103,TUT0105,PRA0102,Mechanical,False,False,LEC0103,True,i feel well prepped to handle this course as prof  beck has been going at a good pace for my learning ,3.0,3.0
243,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-13 21:03:40 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,Excited,"None, I have prior experience coding in Python and this week was a review. ",I can write some code but just the basics,4,Yes,Yes,Python,I completely understand,I completely understand,I completely understand,1010293193.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited,1.4,3.0
244,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-01-13 20:49:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",Other,"I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course,I was working on assignments and/or projects for another course",None,Yes,I am up-to-date,good,jupyter notebooks,I can write code at an intermediate level,5 (Always),Not sure,Yes,"Python,Java",I completely understand,I completely understand,I completely understand,1009903696.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,False,True,good,1.9,3.0
245,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-01-13 20:43:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",None,Yes,I am up-to-date,Confident.,I am not confused.,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010331570.0,LEC0103,TUT0107,PRA0107,Industrial,LEC0101,False,LEC0103,True,confident ,2.2,3.0
246,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241","320328, 320270, 320111","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241",2024-01-13 20:42:05 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,I prefer the scheduling of the lectures in another section(s),"Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,excited,not yet,I can write some code but just the basics,3,Not sure,Haven't tried,Python,I somewhat understand,I somewhat understand,I somewhat understand,1007117585.0,LEC0101,TUT0108,PRA0108,Materials,LEC0101,False,False,True,excited,1.4,2.0
247,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-01-13 20:40:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,prepared,no topics,I can write some code but just the basics,4,Not sure,Yes,Matlab,I completely understand,I completely understand,I completely understand,1009804017.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,prepared,0.9,3.0
248,"APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320299, 320239, 320111","APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-01-13 20:40:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Excited!,None,I can write code at an intermediate level,3,Not sure,Yes,Java,I completely understand,I completely understand,I completely understand,1010082688.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,excited ,1.4,3.0
249,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-01-13 20:35:26 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",Other,I prefer the scheduling of the lectures in another section(s),Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,Engaged,jupyter notebooks,I can write some code but just the basics,5 (Always),Yes,Yes,Python,I completely understand,I completely understand,I completely understand,1010078540.0,LEC0103,TUT0108,PRA0108,Materials,False,LEC0102,False,False,engaged,1.7,1.0
250,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320270, 320276, 320111","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-01-13 20:34:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Distracted with non-academic activities",None,Yes,I am up-to-date,"Because I have learnt about python before, this week the lectures is kind of boring for me, hence I was distracted with others. However, I am looking forward to upcoming projects.",,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,C/C++,HTML/CSS",I completely understand,I completely understand,I completely understand,1009799746.0,LEC0101,TUT0101,PRA0108,Track-One,LEC0101,False,False,True,because i have learnt about python before  this week the lectures is kind of boring for me  hence i was distracted with others  however  i am looking forward to upcoming projects ,-0.30000000000000004,3.0
251,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-13 20:33:01 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,None,No,I am up-to-date,fine,,I can write some code but just the basics,3,Not sure,Yes,"Python,Matlab,Java",I completely understand,I completely understand,I completely understand,1010365622.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,fine,0.8,3.0
252,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320239, 320276, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-01-13 20:32:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,None,No,I am up-to-date,fast,,I can write some code but just the basics,4,Yes,Yes,"Python,Matlab",I somewhat understand,I somewhat understand,I somewhat understand,1010054600.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,fast,0.0,3.0
253,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320294, 320111, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-13 20:30:39 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,No,I am up-to-date,Ready,Jupyter Notebooks gives me an error when I try to launch it,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab,C/C++,Javascript",I completely understand,I completely understand,I completely understand,1010101943.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,ready,1.5,3.0
254,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241","320149, 320270, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241",2024-01-13 20:29:17 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0103 - Beck Lecture Recording,Yes,I am up-to-date,Interesting,Coding on Ipad or coding on computer,I can write some code but just the basics,3,Not sure,Yes,Matlab,I completely understand,I completely understand,I somewhat understand,1009937534.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,interesting,1.7,3.0
