,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,midterm_review,function_return_check,while_loop_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
235,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-02-03 21:24:43 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)","I was studying for a term test for this course,I was working on assignments for this course",I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,I was studying for a term test for this course,I was working on assignments for this course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,confident,while loops,Very prepared,I completely understand,I somewhat understand,,1010138414.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,LEC0102,False,True,confident,2.2,3.0
236,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-02-03 21:07:35 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)","The lectures are not an effective learning tool for me,I was studying for a term test for another course",,"Coding along with the instructor on my device,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,LEC0102 - Moosavi Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,Happy,Submitting lab on time,Somewhat prepared,I somewhat understand,I completely understand,,1010125384.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,happy,2.7,2.0
237,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241","320149, 320270, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241",2024-02-03 21:07:10 UTC,"Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,I was studying for a term test for this course,"Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0103 - Beck Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,Yes,I am starting to fall behind,test,none,Somewhat prepared,I somewhat understand,I somewhat understand,,1008870768.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,test,0.0,1.0
238,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-02-03 20:58:17 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",I was working on assignments for this course,I prefer the scheduling of the lectures in another section(s),"Trying to solve the breakout problems,I was studying for a term test for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm),Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0103 - Beck Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm,PRA0108\, Thursday\, 12 - 2 pm",2-4 hours,Yes,I am up-to-date,good,,Somewhat prepared,I somewhat understand,I somewhat understand,,1009852571.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,2.0
239,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-02-03 20:49:37 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,"PRA0103\, Monday\, 1 - 3 pm,PRA0109 (Online)\, Tuesday\, 6 - 8 pm",2-4 hours,Yes,I am up-to-date,ok,problem solving,Somewhat prepared,I somewhat understand,I somewhat understand,"the online practicals with michael save me every week, he is incredibly patient and helpful.",1010051578.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,ok,1.4,3.0
240,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-02-03 20:42:27 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I am up-to-date,Confident,,Somewhat prepared,I completely understand,I completely understand,,1010143541.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confident,2.2,3.0
241,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-02-03 20:28:37 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,same,NIL,Somewhat prepared,I completely understand,I completely understand,NIL,1010607513.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,same,0.0,3.0
242,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241","320285, 320270, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241",2024-02-03 20:10:50 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I am starting to fall behind,Better,Functions,Somewhat prepared,I somewhat understand,I somewhat understand,,1009879669.0,LEC0101,TUT0102,PRA0108,Track-One,LEC0101,False,False,True,better,1.9,3.0
243,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241","320270, 320111, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241",2024-02-03 20:08:07 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,,"Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",,Yes,I am starting to fall behind,hmmm,,Somewhat prepared,I completely understand,I somewhat understand,,1009003301.0,LEC0101,TUT0108,PRA0108,Mechanical,LEC0101,False,False,True,hmmm,0.0,1.0
244,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241","320231, 320111, 320328","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241",2024-02-03 20:06:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Awesome,,Very prepared,I completely understand,I completely understand,,1009806097.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,awesome,3.1,2.0
245,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-02-03 20:05:58 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",,,,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,confident,,Very prepared,I completely understand,I completely understand,,1010104744.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,confident,2.2,0.0
246,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320270, 320129, 320307","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-02-03 20:04:47 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am starting to fall behind,Concerned,"Logical operators (and, or , not), while loops",Somewhat prepared,I completely understand,I somewhat understand,,1008854884.0,LEC0102,TUT0105,PRA0108,Chemical,False,LEC0102,False,True,concerned,0.0,3.0
247,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241","320111, 320168, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241",2024-02-03 20:01:58 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,I was working on assignments for this course,The lecture room is not conducive to learning",Other,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Overconfident,none,Somewhat prepared,I completely understand,I completely understand,N/a,1009830649.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,overconfident,0.0,1.0
248,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-02-03 19:50:07 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was working on assignments and/or projects for another course","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Interested,N/a,Somewhat prepared,I completely understand,I completely understand,N/a,1010277175.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,interested,1.7,3.0
249,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320262, 320307, 320129","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-02-03 19:46:18 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,I prefer the room of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,Hopeful ,While loops ,Somewhat prepared,I completely understand,I somewhat understand,The lecture videos and the variety of tutorials and practicals are great. ,1010161575.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,LEC0103,True,hopeful ,0.0,4.0
250,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-02-03 19:42:19 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,Interesting,,Somewhat prepared,I completely understand,I completely understand,,1010158080.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,interesting,1.7,3.0
251,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-02-03 19:38:25 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Good,,Somewhat prepared,I completely understand,I somewhat understand,,1010515809.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,3.0
252,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320168, 320299, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-02-03 19:38:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was studying for a term test for this course,I was working on assignments and/or projects for another course",,"Coding along with the instructor on my device,I was studying for a term test for this course","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",4-8 hours,No,I am up-to-date,NERVOUS,functions,Somewhat prepared,I completely understand,I do not understand,,1009818707.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,nervous,-1.1,2.0
253,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-03 19:32:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,excited,none,Somewhat prepared,I completely understand,I completely understand,none,1010477654.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,excited,1.4,2.0
254,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-03 19:27:41 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Not bad.,,Very prepared,I completely understand,I completely understand,no,1009947792.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,not bad ,-2.5,3.0
255,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320285, 320111, 320168","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-02-03 19:27:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was studying for a term test for this course,The lecture room is not conducive to learning",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,No,I am up-to-date,FUN.,"* Loop in counts.

* Logics.",Somewhat prepared,I completely understand,I completely understand,I am looking forward to have more relevant practice to the term test 1 in APS 106 or giving the outlines for what we nee to study on. ,1010066312.0,LEC0101,TUT0102,PRA0101,Chemical,LEC0101,False,False,True,fun ,2.3,3.0
