,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,for_loop_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
317,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320239, 320285, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-17 02:21:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments and/or projects for another course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,Cool,File read,I completely understand,Nice pace,1009974422.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,False,False,True,cool,1.3,3.0
318,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-02-17 02:19:03 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",No,I am starting to fall behind,Confused,For loops,I somewhat understand,,1010203236.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confused,-1.3,3.0
319,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241","320149, 320270, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241",2024-02-17 02:13:17 UTC,"Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)","I was studying for a term test for another course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0103 - Beck Lecture Recording,"PRA0108\, Thursday\, 12 - 2 pm",Yes,I am up-to-date,Confident,For loops,I somewhat understand,,1010230466.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,confident,2.2,1.0
320,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-02-17 02:05:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",Yes,I am starting to fall behind,tired,"string methods, string everything, yucky strings. Love for loops though, makes so much sense and they're so much better than while loops.",I completely understand,"MY 150 wayy too loud. Even in the first row, I can hear people in the back, and it gets so distracting.",1010143881.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,tired,-1.9,3.0
321,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320285, 320111, 320224","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-02-17 01:47:10 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,I prefer the teaching style in another section(s),Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0102 - Moosavi Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",Yes,I am starting to fall behind,.,.,I somewhat understand,.,1009949111.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True, ,,1.0
322,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-02-17 01:40:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0102\, Wednesday\, 1 - 3 pm",Yes,I am starting to fall behind,Anxious,"For loops, nested for loops",I somewhat understand,,1010293852.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,anxious,-1.0,2.0
323,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-02-17 01:38:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend",I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",No,I am up-to-date,Confident,,I completely understand,,1010231429.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,confident,2.2,2.0
324,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-02-17 01:29:26 UTC,I did not attend any lectures this week,Other,,,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,good,object-oriented programming ,I somewhat understand,none,1009525453.0,LEC0101,TUT0101,PRA0101,Chemical,False,False,False,False,good,1.9,0.0
325,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-02-17 01:25:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",No,I am up-to-date,Okay,For loops,I somewhat understand,We cool,1010077809.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,okay,0.9,1.0
326,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241","320328, 320149, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241",2024-02-17 01:07:11 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was working on assignments for this course,I was working on assignments and/or projects for another course,The lecture room is not conducive to learning",Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Charter,N.A,I somewhat understand,N.A.,1010064751.0,LEC0103,TUT0108,PRA0108,Materials,False,False,False,False,charter,0.0,0.0
327,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241","320149, 320270, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241",2024-02-17 00:45:21 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for another course,The lecture times make them challenging to regularly attend,The lecture room is not conducive to learning","I prefer the teaching style in another section(s),I prefer the room of the lectures in another section(s)",,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,No,I am up-to-date,Good,,I somewhat understand,,1009896141.0,LEC0103,TUT0108,PRA0108,Materials,False,False,False,False,good,1.9,0.0
328,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-17 00:45:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments for this course,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",Yes,I am starting to fall behind,interested ,for loops ,I do not understand,"it is a very quick pace, please slow down during lectures ",1010465863.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,interested ,0.0,2.0
329,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-02-17 00:39:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",No,I am starting to fall behind,nice,for loop,I somewhat understand,The lecture is very good.,1008916112.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,nice,1.8,3.0
330,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0103-20241","320323, 320239, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0103-20241",2024-02-17 00:35:31 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,ok,,I completely understand,,1010410360.0,LEC0103,TUT0107,PRA0104,Industrial,False,False,LEC0103,True,ok,1.4,3.0
331,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-02-17 00:34:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Yes,I am up-to-date,Great,for lopes ,I completely understand,,1009795688.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,great,3.1,3.0
332,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320239, 320111, 320276","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-02-17 00:33:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,Other,I was working on assignments and/or projects for another course,"Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,                                                                                                                for,for,I somewhat understand,.,1010054600.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,                                                                                                                for,0.0,1.0
333,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-02-17 00:30:04 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Coding along with the instructor on my device,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,Okay,,I somewhat understand,,1009842459.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,okay,0.9,3.0
334,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-02-17 00:20:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,I was working on assignments and/or projects for another course,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Good,,I completely understand,Nope,1010379494.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,good,1.9,2.0
335,"APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320299, 320239, 320111","APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-02-17 00:17:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",Yes,I am up-to-date,Interesting,For loops,I somewhat understand,I found the design problem on Friday Feb 16th very interesting,1010085603.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,interesting,1.7,3.0
336,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0107-20241","320323, 320111, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0107-20241",2024-02-17 00:11:05 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Trying to solve the breakout problems,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",No,I am starting to fall behind,okay,"while loop, for loop",I somewhat understand,No.,1009825735.0,LEC0101,TUT0107,PRA0107,Industrial,LEC0101,False,False,True,okay,0.9,3.0
337,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-02-17 00:11:04 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was studying for a term test for another course,I was working on assignments and/or projects for another course",I prefer the scheduling of the lectures in another section(s),"Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0108\, Thursday\, 12 - 2 pm",No,I am starting to fall behind,Interested ,I’m confused about for loops ,I somewhat understand,"Encryption design problem was really hard, but I really liked it and it gave me better perspective on how to apply concepts ",1008782783.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,interested ,0.0,2.0
338,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0106-20241","320276, 320149, 320253","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0106-20241",2024-02-17 00:09:09 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,,Distracted with non-academic activities,I did not attend any tutorials this week,LEC0103 - Beck Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I have fallen behind,why too hard,all,I do not understand,quite tired,1008818996.0,LEC0103,TUT0101,PRA0106,Track-One,False,False,False,False,why too hard,-0.4,0.0
339,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-02-17 00:08:28 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Coding along with the instructor on my device,"Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Ok,,I somewhat understand,,1009943420.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,ok,1.4,3.0
