,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,feedback,pandas_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
232,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320129, 320276, 320168","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-04-06 21:49:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",2-4 hours,No,I am starting to fall behind,Good ,File,The contents are harder than before.,good,1009903507.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,good ,0.0,3.0
233,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-04-06 21:48:19 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,The lecture times make them challenging to regularly attend,The lecture room is not conducive to learning,Other",,,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,lost,classes,nothing,nothing,1010273598.0,LEC0101,TUT0103,PRA0103,Civil,False,False,False,False,lost,-1.3,0.0
234,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-04-06 21:46:49 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was working on assignments for this course,I was working on assignments and/or projects for another course","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Nervous,Pandas,,,1010451976.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,nervous,-1.1,3.0
235,"APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0103-20241","320307, 320246, 320149","APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0103-20241",2024-04-06 21:31:33 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,fine,complex class,good ,"Pandas significantly simplifies the process of data cleaning, transformation, and analysis. It handles large datasets efficiently and provides a vast array of functions to manipulate and analyze data.",,,,,,False,False,LEC0103,False,fine,0.8,2.0
236,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320276, 320129, 320253","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-04-06 21:25:55 UTC,I did not attend any lectures this week,I was working on assignments for this course,,,"Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0105\, Friday\, 3 - 5 pm",8+,No,I am starting to fall behind,Tiring ,Files,,Nothing,1008616847.0,LEC0102,TUT0101,PRA0106,Mechanical,False,False,False,False,tiring ,0.0,0.0
237,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-04-06 21:09:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,confused,pandas,-,dont get it,1010479812.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,confused,-1.3,3.0
238,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0107-20241","320307, 320129, 320262","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0107-20241",2024-04-06 21:07:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am starting to fall behind,Course content done!,OOP,,,1008854018.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,False,False,False,course content done ,0.0,2.0
239,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241","320328, 320231, 320111","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241",2024-04-06 21:06:47 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,No,I have fallen behind,Rushed,"panda module and methods, csv module and methods",,"It is a lot to take in, I have attended both lectures that covered this content and I have yet to fully grasp what is going on. I have looked over the jupyter notebooks for Monday's lecture but I am still confused on mainly the methods used for dataframes (such as the parameters used in the .loc and .iloc methods). I plan to review this material over the weekends in order to catch up comprehend the material taught during lecture. ",1010160932.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,rushed,0.0,3.0
240,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241","320111, 320328, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241",2024-04-06 21:06:07 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Other,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,It was good ,Pandas,It was good,the speed the profs went over it was a bit too fast,1009909592.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,it was good ,0.0,3.0
241,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241","320262, 320323, 320149","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241",2024-04-06 21:02:10 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,Other,"Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I have fallen behind,Bad,Pandas,,,1009905211.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,bad,-2.5,0.0
242,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241","320276, 320231, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241",2024-04-06 20:54:50 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lecture room is not conducive to learning,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Nervous,Nested for loops,,I love it! I believe I will use pandas in the future.,1010057714.0,LEC0101,TUT0101,PRA0103,Mechanical,LEC0101,False,False,True,nervous,-1.1,3.0
243,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-04-06 20:53:58 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,"PRA0102\, Wednesday\, 1 - 3 pm",4-8 hours,Yes,I am starting to fall behind,anxious,pandas,Nothing else,A bit consfusing,1010667663.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,anxious,-1.0,3.0
244,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241","320111, 320276, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241",2024-04-06 20:29:44 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Good,,,,1010020488.0,LEC0101,TUT0101,PRA0104,Civil,False,False,False,False,good,1.9,0.0
245,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0108-20241","320111, 320285, 320270","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0108-20241",2024-04-06 20:17:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,ok,panda,,it's a bit confusing,1009879669.0,LEC0101,TUT0102,PRA0108,Track-One,LEC0101,False,False,True,ok,1.4,3.0
246,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-04-06 20:15:01 UTC,I did not attend any lectures this week,Other,Other,"I was working on assignments for this course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I have fallen behind,Interesting ,Class,Nothing,No feedback,1010078540.0,LEC0103,TUT0108,PRA0108,Materials,False,False,False,False,interesting ,0.0,0.0
247,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320270, 320285, 320111","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-04-06 19:58:49 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,,,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,confused,,,It is a very interesting topic and seems to have many real world applications.,1009857120.0,LEC0101,TUT0102,PRA0108,Track-One,False,False,False,False,confused,-1.3,0.0
248,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-04-06 19:57:17 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Confident,Not struggling,No feedback,It was fun,1010331570.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,confident,2.2,0.0
249,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-04-06 19:54:01 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)","I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,,,,,1010066768.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,nan,0.0,1.0
250,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-04-06 19:28:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Confident,Pandas,,I’m somewhat confused as to how it works,1010231429.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,confident,2.2,2.0
251,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-04-06 19:24:11 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm)","I was working on assignments for this course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am starting to fall behind,Improving,Files,,,1010230466.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,improving,1.8,1.0
252,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241","320129, 320253, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241",2024-04-06 19:23:31 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,exited ,:),:) Pandas are fun ,:),1010243808.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,exited ,0.0,2.0
253,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-04-06 19:13:42 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Calm,,,"The inclusion of datagrams is slightly confusing as I've never encountered data frames in any previous coding experience with Java. Thus, it seems slightly difficult and the speed is a little bit quick in comparison with other topics. ",1010301326.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,calm,1.3,3.0
